Year,State_name,State_code,District_name,District_code,villages_surveyed,tot_pop,pop_male,pop_female,tot_hh,chc,phc,subcentre,subcentre_l1km,veterinary,veterinary_l1km,closed_drain,pucca_slab_drain,MAP_KEY
2019,PUNJAB ,3,S.A.S Nagar ,608,387,490541,262307,228234,95383,0.054263566,0.085271318,0.157622739,0.020671835,0.098191214,0.020671835,0.031007752,0.217054264,SAHIBZADA AJIT SINGH NAGAR
2019,PUNJAB ,3,Tarn Taran ,609,609,1196243,634828,561415,203760,0.090311987,0.113300493,0.137931034,0.02955665,0.177339901,0.065681445,0.027914614,0.064039409,TARN TARAN
2019,PUNJAB ,3,FAZILKA ,651,479,965357,509411,455946,177863,0.035490605,0.050104384,0.175365344,0.008350731,0.240083507,0.006263048,0.018789144,0.073068894,FAZILKA
2019,PUNJAB ,3,PATHANKOT ,662,516,511241,267026,244215,106480,0.027131783,0.062015504,0.042635659,0.029069767,0.067829457,0.021317829,0.01744186,0.03875969,PATHANKOT
2019,UTTARAKHAND ,5,ALMORA ,45,2215,615730,296296,319434,133312,0.020767494,0.035665914,0.045146727,0.019413093,0.046049661,0.025733634,0.008126411,0.005417607,ALMORA
2019,UTTARAKHAND ,5,BAGESHWAR ,46,858,258576,125817,132759,57544,0.053613054,0.020979021,0.051282051,0.038461538,0.044289044,0.034965035,0.006993007,0.004662005,BAGESHWAR
2019,UTTARAKHAND ,5,CHAMOLI ,47,1182,352963,175216,177747,83357,0.01607445,0.026226734,0.041455161,0.011844332,0.037225042,0.016920474,0.00676819,0.007614213,CHAMOLI
2019,UTTARAKHAND ,5,CHAMPAWAT ,48,684,252702,129940,122762,53001,0.00877193,0.024853801,0.049707602,0.019005848,0.036549708,0.010233918,0.054093567,0.005847953,CHAMPAWAT
2019,UTTARAKHAND ,5,DEHRADUN ,49,646,699745,369652,330093,120265,0.018575851,0.029411765,0.074303406,0.020123839,0.054179567,0.015479876,0.035603715,0.03250774,DEHRADUN
2019,UTTARAKHAND ,5,HARIDWAR ,50,574,1593772,847423,746349,276714,0.094076655,0.048780488,0.142857143,0.033101045,0.106271777,0.027874564,0.006968641,0.066202091,HARIDWAR
2019,UTTARAKHAND ,5,NAINITAL ,51,1025,485368,248741,236627,95174,0.030243902,0.023414634,0.064390244,0.036097561,0.086829268,0.017560976,0.03902439,0.017560976,NAINITAL
2019,UTTARAKHAND ,5,PAURI GARHWAL ,52,3392,474031,224247,249784,112503,0.023584906,0.040683962,0.052476415,0.019752358,0.041273585,0.017099057,0.030660377,0.007665094,PAURI GARHWAL
2019,UTTARAKHAND ,5,PITHORAGARH ,53,1538,439021,220206,218815,102148,0.025357607,0.040962289,0.094278283,0.015604681,0.054616385,0.009752926,0.015604681,0.007802341,PITHORAGARH
2019,UTTARAKHAND ,5,RUDRA PRAYAG ,54,659,246623,118923,127700,55399,0.028831563,0.036418816,0.048558422,0.024279211,0.065250379,0.019726859,0.009104704,0.006069803,RUDRAPRAYAG
2019,UTTARAKHAND ,5,TEHRI GARHWAL ,55,1796,656992,327494,329498,132566,0.028953229,0.031737194,0.078507795,0.015033408,0.033407572,0.015033408,0.014476615,0.002783964,TEHRI GARHWAL
2019,UTTARAKHAND ,5,UDAM SINGH NAGAR ,56,613,1017222,525319,491903,200260,0.045676998,0.021207178,0.161500816,0.014681892,0.096247961,0.004893964,0.013050571,0.017944535,UDHAM SINGH NAGAR
2019,UTTARAKHAND ,5,UTTAR KASHI ,57,666,339164,173716,165448,75179,0.028528529,0.042042042,0.075075075,0.015015015,0.061561562,0.010510511,0.046546547,0.004504505,UTTARKASHI
2019,HARYANA ,6,AMBALA ,58,482,667776,351264,316512,139795,0.039419087,0.116182573,0.047717842,0.020746888,0.236514523,0.018672199,0.058091286,0.2593361,AMBALA
2019,HARYANA ,6,BHIWANI ,59,370,1376902,726005,650897,269419,0.140540541,0.210810811,0.110810811,0.013513514,0.521621622,0,0.059459459,0.164864865,BHIWANI
2019,HARYANA ,6,FARIDABAD ,60,154,526208,278849,247359,101512,0.025974026,0.116883117,0.142857143,0.012987013,0.396103896,0.019480519,0.051948052,0.12987013,FARIDABAD
2019,HARYANA ,6,FATEHABAD ,61,335,890926,472340,418586,172568,0.12238806,0.113432836,0.164179104,0.014925373,0.423880597,0.026865672,0.113432836,0.152238806,FATEHABAD
2019,HARYANA ,6,GURUGRAM ,62,250,610393,325722,284671,103811,0.036,0.128,0.124,0.016,0.188,0.024,0.068,0.352,GURUGRAM
2019,HARYANA ,6,HISAR ,63,317,1481535,791787,689748,294493,0.097791798,0.138801262,0.438485804,0.028391167,0.779179811,0.022082019,0.056782334,0.230283912,HISSAR
2019,HARYANA ,6,JHAJJAR ,64,277,986893,534410,452483,203415,0.173285199,0.133574007,0.104693141,0.018050542,0.516245487,0.025270758,0.158844765,0.25631769,JHAJJAR
2019,HARYANA ,6,JIND ,65,313,1219679,654611,565068,226270,0.086261981,0.079872204,0.479233227,0.015974441,0.696485623,0.012779553,0.009584665,0.121405751,JIND
2019,HARYANA ,6,KAITHAL ,66,320,1127481,603477,524004,211090,0.090625,0.11875,0.221875,0.003125,0.396875,0.015625,0.15625,0.196875,KAITHAL
2019,HARYANA ,6,KARNAL ,67,527,1526651,817219,709432,301413,0.068311195,0.138519924,0.083491461,0.022770398,0.377609108,0.036053131,0.075901328,0.299810247,KARNAL
2019,HARYANA ,6,KURUKSHETRA ,68,469,837854,440232,397622,158875,0.08315565,0.087420043,0.106609808,0.008528785,0.251599147,0.010660981,0.042643923,0.113006397,KURUKSHETRA
2019,HARYANA ,6,MAHENDRAGARH ,69,382,967378,518668,448710,191400,0.04973822,0.109947644,0.136125654,0.018324607,0.319371728,0.039267016,0.041884817,0.248691099,MAHENDRAGARH
2019,HARYANA ,6,PANCHKULA ,70,187,202378,107050,95328,36882,0.026737968,0.064171123,0.069518717,0.032085561,0.14973262,0.010695187,0.085561497,0.181818182,PANCHKULA
2019,HARYANA ,6,PANIPAT ,71,199,885802,474676,411126,160355,0.08040201,0.145728643,0.216080402,0.005025126,0.587939698,0.020100503,0.105527638,0.105527638,PANIPAT
2019,HARYANA ,6,REWARI ,72,420,874017,462836,411181,171342,0.071428571,0.095238095,0.078571429,0.019047619,0.207142857,0.026190476,0.061904762,0.130952381,REWARI
2019,HARYANA ,6,ROHTAK ,73,143,655319,353054,302265,126825,0.118881119,0.293706294,0.230769231,0.020979021,0.727272727,0.041958042,0.041958042,0.251748252,ROHTAK
2019,HARYANA ,6,SIRSA ,74,375,1156872,606212,550660,212019,0.074666667,0.176,0.354666667,0.013333333,0.573333333,0.016,0.069333333,0.138666667,SIRSA
2019,HARYANA ,6,SONIPAT ,75,357,1290707,697568,593139,237587,0.117647059,0.210084034,0.226890756,0.019607843,0.425770308,0.016806723,0.050420168,0.154061625,SONIPAT
2019,HARYANA ,6,YAMUNANAGAR ,76,662,847808,446954,400854,157872,0.054380665,0.099697885,0.089123867,0.019637462,0.129909366,0.016616314,0.043806647,0.220543807,YAMUNA NAGAR
2019,HARYANA ,6,NUH ,604,451,1622962,863890,759072,213520,0.033259424,0.046563193,0.068736142,0.00886918,0.115299335,0.006651885,0.015521064,0.039911308,NUH
2019,HARYANA ,6,PALWAL ,619,329,1174438,629401,545037,189776,0.066869301,0.082066869,0.066869301,0.018237082,0.255319149,0.012158055,0.021276596,0.161094225,PALWAL
2019,HARYANA ,6,CHARKI DADRI ,701,181,585308,318293,267015,111151,0.060773481,0.127071823,0.154696133,0.005524862,0.453038674,0.005524862,0.132596685,0.082872928,CHARKHI DADRI
2019,RAJASTHAN ,8,AJMER ,86,1146,1861453,969360,892093,391498,0.060209424,0.106457243,0.219895288,0.008726003,0.188481675,0.005235602,0.078534031,0.042757417,AJMER
2019,RAJASTHAN ,8,ALWAR ,87,2099,3523965,1873684,1650281,666130,0.074797523,0.110528823,0.174845164,0.017627442,0.161981896,0.015721772,0.065269176,0.089090043,ALWAR
2019,RAJASTHAN ,8,BANSWARA ,88,1537,1857593,950801,906792,416705,0.036434613,0.1223162,0.266102798,0.01366298,0.110605075,0.012361744,0.016265452,0.015614834,BANSWARA
2019,RAJASTHAN ,8,BARAN ,89,1238,1150688,600039,550649,234676,0.035541195,0.056542811,0.151050081,0.008885299,0.086429725,0.012924071,0.011308562,0.039579968,BARAN
2019,RAJASTHAN ,8,BARMER ,90,2699,2770010,1467713,1302297,550198,0.047424972,0.085216747,0.273434605,0.005187106,0.077436087,0.003334568,0.045572434,0.017043349,BARMER
2019,RAJASTHAN ,8,BHARATPUR ,91,1523,2306790,1232682,1074108,414950,0.059750492,0.065003283,0.167432699,0.02757715,0.169402495,0.017071569,0.070912672,0.054497702,BHARATPUR
2019,RAJASTHAN ,8,BHILWARA ,92,1916,2202636,1130568,1072068,488267,0.034968685,0.071503132,0.203549061,0.008872651,0.116388309,0.007306889,0.075156576,0.070981211,BHILWARA
2019,RAJASTHAN ,8,BIKANER ,93,948,1947648,1041017,906631,329144,0.035864979,0.125527426,0.302742616,0.006329114,0.109704641,0.004219409,0.083333333,0.042194093,BIKANER
2019,RAJASTHAN ,8,BUNDI ,94,888,1068290,552557,515733,220648,0.056306306,0.065315315,0.123873874,0.01463964,0.103603604,0.011261261,0.028153153,0.029279279,BUNDI
2019,RAJASTHAN ,8,CHITTORGARH ,95,1771,1403545,716567,686978,332530,0.040090344,0.071146245,0.147939018,0.012987013,0.077357425,0.011857708,0.038396386,0.034443817,CHITTORGARH
2019,RAJASTHAN ,8,CHURU ,96,910,1672921,875092,797829,343362,0.065934066,0.173626374,0.46043956,0.018681319,0.178021978,0.013186813,0.079120879,0.1,CHURU
2019,RAJASTHAN ,8,DAUSA ,97,1134,1692799,905139,787660,322144,0.025573192,0.08377425,0.15696649,0.015873016,0.122574956,0.011463845,0.02292769,0.0335097,DAUSA
2019,RAJASTHAN ,8,DHOLPUR ,98,841,1098281,598493,499788,203833,0.07372176,0.076099881,0.235434007,0.007134364,0.160523187,0.002378121,0.083234245,0.090368609,DHOLPUR
2019,RAJASTHAN ,8,DUNGARPUR ,99,1005,1508270,762398,745872,343505,0.053731343,0.078606965,0.314427861,0.0039801,0.165174129,0.011940299,0.034825871,0.016915423,DUNGARPUR
2019,RAJASTHAN ,8,GANGANAGAR ,100,3046,1619148,857678,761470,364203,0.028890348,0.052199606,0.102429416,0.045633618,0.067629678,0.024622456,0.028233749,0.018713066,GANGANAGAR
2019,RAJASTHAN ,8,HANUMANGARH ,101,1908,1703503,903468,800035,382365,0.028825996,0.075471698,0.130503145,0.036687631,0.112159329,0.044025157,0.030398323,0.023584906,HANUMANGARH
2019,RAJASTHAN ,8,JAIPUR ,102,2217,3551951,1850895,1701056,694355,0.036084799,0.096526838,0.194857916,0.01488498,0.168245377,0.01082544,0.114569238,0.080288678,JAIPUR
2019,RAJASTHAN ,8,JAISALMER ,103,810,702836,383125,319711,144177,0.04691358,0.044444444,0.266666667,0.003703704,0.055555556,0.004938272,0.02345679,0.018518519,JAISALMER
2019,RAJASTHAN ,8,JALORE ,104,830,2016554,1047914,968640,438210,0.036144578,0.126506024,0.426506024,0.002409639,0.163855422,0.003614458,0.06746988,0.043373494,JALORE
2019,RAJASTHAN ,8,JHALAWAR ,105,1617,1321499,695767,625732,307746,0.043908472,0.073593074,0.150278293,0.012987013,0.079777365,0.014842301,0.037105751,0.038961039,JHALAWAR
2019,RAJASTHAN ,8,JHUNJHUNU ,106,973,1996632,1039811,956821,433943,0.032887975,0.147995889,0.484069887,0.016443988,0.251798561,0.030832477,0.195272354,0.100719424,JHUNJHUNU
2019,RAJASTHAN ,8,JODHPUR ,107,1879,2918468,1544789,1373679,614881,0.04470463,0.069185737,0.250665247,0.004789782,0.106439596,0.00798297,0.093666844,0.035125067,JODHPUR
2019,RAJASTHAN ,8,KARAULI ,108,895,1487356,800657,686699,269440,0.094972067,0.125139665,0.116201117,0.020111732,0.116201117,0.030167598,0.083798883,0.067039106,KARAULI
2019,RAJASTHAN ,8,KOTA ,109,883,885092,463918,421174,234444,0.05209513,0.082672707,0.117780294,0.018120045,0.101925255,0.012457531,0.058890147,0.125707814,KOTA
2019,RAJASTHAN ,8,NAGAUR ,110,1656,3146279,1641189,1505090,632132,0.062198068,0.128623188,0.349637681,0.007246377,0.161231884,0.013285024,0.115942029,0.057971014,NAGAUR
2019,RAJASTHAN ,8,PALI ,111,1035,1757659,894020,863639,421003,0.056038647,0.144927536,0.331400966,0.003864734,0.170048309,0.004830918,0.073429952,0.098550725,PALI
2019,RAJASTHAN ,8,RAJSAMAND ,112,1080,1063055,538647,524408,274020,0.039814815,0.097222222,0.162962963,0.014814815,0.097222222,0.010185185,0.041666667,0.124074074,RAJSAMAND
2019,RAJASTHAN ,8,SAWAI MADHOPUR ,113,823,1344426,717563,626863,305922,0.05346294,0.12636695,0.211421628,0.029161604,0.201701094,0.010935601,0.047387606,0.037667072,SAWAI MADHOPUR
2019,RAJASTHAN ,8,SIKAR ,114,1160,2294736,1196169,1098567,437928,0.05862069,0.135344828,0.348275862,0.018103448,0.256896552,0.017241379,0.179310345,0.064655172,SIKAR
2019,RAJASTHAN ,8,SIROHI ,115,502,1015674,530862,484812,215663,0.051792829,0.139442231,0.294820717,0.009960159,0.135458167,0.001992032,0.073705179,0.03187251,SIROHI
2019,RAJASTHAN ,8,TONK ,116,1207,1363775,714862,648913,276952,0.062137531,0.084507042,0.146644573,0.005799503,0.133388567,0.007456504,0.033968517,0.03976802,TONK
2019,RAJASTHAN ,8,UDAIPUR ,117,2505,2721801,1400701,1321100,645566,0.073053892,0.110179641,0.245508982,0.010778443,0.122155689,0.01237525,0.027944112,0.021157685,UDAIPUR
2019,RAJASTHAN ,8,PRATAPGARH ,629,1011,908026,464558,443468,222750,0.036597428,0.079129575,0.15727003,0.015825915,0.075173096,0.012858556,0.043521266,0.023738872,PRATAPGARH
2019,UTTAR PRADESH ,9,AGRA ,118,943,3112265,1687094,1425171,515759,0.060445387,0.064687169,0.120890774,0.015906681,0.05514316,0.014846235,0.019088017,0.134676564,AGRA
2019,UTTAR PRADESH ,9,ALIGARH ,119,1174,2918352,1575485,1342867,501687,0.067291312,0.032367973,0.074957411,0.00681431,0.080919932,0.038330494,0.007666099,0.064735945,ALIGARH
2019,UTTAR PRADESH ,9,PRAYAGRAJ ,120,3176,5885731,3136583,2749148,990110,0.061712846,0.034005038,0.072732997,0.027392947,0.039672544,0.016057935,0.028967254,0.078400504,ALLAHABAD
2019,UTTAR PRADESH ,9,AMBEDKAR NAGAR ,121,1717,2569713,1334071,1235642,431010,0.036691904,0.023878858,0.048340128,0.01456028,0.030867793,0.00990099,0.094350612,0.165987187,AMBEDKAR NAGAR
2019,UTTAR PRADESH ,9,AURAIYA ,122,847,1378967,750737,628230,252721,0.036599764,0.049586777,0.083825266,0.010625738,0.038961039,0.008264463,0.012987013,0.095631641,AURAIYA
2019,UTTAR PRADESH ,9,AZAMGARH ,123,3907,5275105,2682306,2592799,817349,0.025339135,0.024571282,0.035065267,0.025851037,0.025339135,0.021499872,0.145124136,0.150243153,AZAMGARH
2019,UTTAR PRADESH ,9,BAGHPAT ,124,308,1090537,587558,502979,176572,0.048701299,0.077922078,0.418831169,0.022727273,0.181818182,0.025974026,0.016233766,0.123376623,BAGPAT
2019,UTTAR PRADESH ,9,BAHRAICH ,125,1398,4140313,2205701,1934612,797616,0.052217454,0.034334764,0.110872675,0.010729614,0.055793991,0.013590844,0.046494993,0.062947067,BAHRAICH
2019,UTTAR PRADESH ,9,BALLIA ,126,1842,3708176,1975559,1732617,634115,0.040173724,0.046688382,0.041259501,0.03257329,0.048859935,0.028230185,0.117263844,0.12432139,BALLIA
2019,UTTAR PRADESH ,9,BALRAMPUR ,127,1016,2373576,1246592,1126984,372136,0.038385827,0.040354331,0.126968504,0.008858268,0.030511811,0.00492126,0.028543307,0.085629921,BALRAMPUR
2019,UTTAR PRADESH ,9,BANDA ,128,682,1992877,1083739,909138,369296,0.049853372,0.058651026,0.146627566,0.004398827,0.045454545,0.002932551,0.024926686,0.161290323,BANDA
2019,UTTAR PRADESH ,9,BARABANKI ,129,1828,3366531,1800196,1566335,641821,0.039934354,0.036105033,0.069474836,0.012035011,0.042669584,0.012035011,0.042669584,0.11214442,BARABANKI
2019,UTTAR PRADESH ,9,BAREILLY ,130,1920,3794068,2034434,1759634,645432,0.029166667,0.034375,0.074479167,0.013541667,0.0296875,0.007291667,0.025,0.077604167,BAREILLY
2019,UTTAR PRADESH ,9,BASTI ,131,3136,2770731,1461174,1309557,442439,0.020727041,0.022002551,0.043048469,0.012436224,0.021364796,0.007971939,0.060586735,0.089604592,BASTI
2019,UTTAR PRADESH ,9,BIJNOR ,132,2994,3539666,1884809,1654857,623921,0.031730127,0.026052104,0.051102204,0.038076152,0.026386106,0.021710087,0.012358049,0.119572478,BIJNOR
2019,UTTAR PRADESH ,9,BUDAUN ,133,1685,3237430,1768445,1468985,548471,0.021958457,0.048071217,0.059347181,0.016023739,0.018397626,0.015430267,0.01305638,0.097922849,BUDAUN
2019,UTTAR PRADESH ,9,BULANDSHAHR ,134,1256,3172160,1689115,1483045,547129,0.042993631,0.042993631,0.11066879,0.011942675,0.065286624,0.008757962,0.005573248,0.089171975,BULANDSHAHR
2019,UTTAR PRADESH ,9,CHANDAULI ,135,1640,2101637,1107087,994550,342198,0.029268293,0.032317073,0.062195122,0.035365854,0.025609756,0.024390244,0.229268293,0.113414634,CHANDAULI
2019,UTTAR PRADESH ,9,CHITRAKOOT ,136,565,1250597,680011,570586,220664,0.038938053,0.033628319,0.12920354,0.007079646,0.026548673,0.008849558,0.097345133,0.178761062,CHITRAKOOT
2019,UTTAR PRADESH ,9,DEORIA ,137,2156,3392780,1726087,1666693,550834,0.038497217,0.043599258,0.076530612,0.027829314,0.033858998,0.01716141,0.113172542,0.121057514,DEORIA
